Datetime,Open,High,Low,Close,Volume,Date,Trend
2024-06-10 09:15:00,0.4261174408413808,0.4115397406052921,0.42677539925250585,0.38764342453663403,0.9021485027273739,2024-06-10,1
2024-06-10 09:16:00,0.39386503067481726,0.3899235118057618,0.3916072035338516,0.3410414827890804,0.029388845597239227,2024-06-10,1
2024-06-10 09:17:00,0.4340052585451417,0.435650149650769,0.3843017329256213,0.3913503971756427,0.10297228097517533,2024-06-10,1
2024-06-10 09:18:00,0.37458369851009365,0.37712005320912567,0.31940197077818766,0.3489849955869886,0.6901925859957698,2024-06-10,1
2024-06-10 09:19:00,0.3041191936897576,0.30994346524778393,0.32959565069660357,0.26090026478374284,0.5643994211287988,2024-06-10,1
2024-06-10 09:20:00,0.2669588080631229,0.3127702028599515,0.21321780496100473,0.23901147396293254,0.3186018034064344,2024-06-10,1
2024-06-10 09:21:00,0.34408413672218785,0.3521782507482385,0.3545701664968419,0.29585172109443647,0.11900256039185128,2024-06-10,1
2024-06-10 09:22:00,0.3414548641542865,0.3259062188227517,0.3515120625212944,0.34421888790825506,0.6143827229210732,2024-06-10,1
2024-06-10 09:23:00,0.2839614373356767,0.30029930162953633,0.29408766564733924,0.28084730803180946,0.21807859289769566,2024-06-10,1
2024-06-10 09:24:00,0.31866783523230424,0.3674758895909349,0.2957866123003896,0.30432480141217866,0.7395079594790159,2024-06-10,1
2024-06-10 09:25:00,0.37966695880811585,0.4113734619221532,0.38056405028885365,0.3424536628419901,0.797061115440276,2024-06-10,1
2024-06-10 09:26:00,0.3158632778265087,0.3495177918190393,0.3078491335372746,0.29532215357460245,0.38995881108760994,2024-06-10,1
2024-06-10 09:27:00,0.3267309377739025,0.33787828400397757,0.2776078831124664,0.2840247131509841,0.9966603584548592,2024-06-10,1
2024-06-10 09:28:00,0.3826468010516919,0.37279680744927646,0.3722392116887363,0.36875551632834913,0.21373705888901257,2024-06-10,1
2024-06-10 09:29:00,0.39702015775634436,0.4404722314599212,0.34794427454977495,0.3975286849073427,0.8146498942446845,2024-06-10,1
2024-06-10 09:30:00,0.3978965819456448,0.42118390422348284,0.35796805980294266,0.35622241835835666,0.9527997328286764,2024-06-10,1
2024-06-10 09:31:00,0.39596844872920656,0.43897572331223955,0.4038396194359848,0.35251544571929117,0.19047088945786483,2024-06-10,1
2024-06-10 09:32:00,0.34688869412792656,0.3435317592284832,0.37104994903160105,0.33009708737864685,0.942558165423578,2024-06-10,1
2024-06-10 09:33:00,0.3658194566170323,0.41669437978049473,0.3550798504927002,0.3392762577228723,0.8520538795502617,2024-06-10,1
2024-06-10 09:34:00,0.44907975460125726,0.4906883937479165,0.4126741420319604,0.4254192409532038,0.45163085828787713,2024-06-10,1
2024-06-10 09:35:00,0.5298860648554182,0.5520452278017842,0.5378865103635917,0.48808473080316617,0.5598352443504397,2024-06-10,1
2024-06-10 09:36:00,0.4841367221735595,0.47938144329896204,0.4401970778117743,0.4314210061783115,0.7815874429477903,2024-06-10,1
2024-06-10 09:37:00,0.4650306748466164,0.4768872630528449,0.4461433910975643,0.4464254192409385,0.8535010575531559,2024-06-10,1
2024-06-10 09:38:00,0.4007011393514972,0.45959428001333436,0.3453958545701994,0.389938217122733,0.3725926750528777,2024-06-10,1
2024-06-10 09:39:00,0.4957055214724164,0.4983372131692363,0.44036697247707934,0.47431597528685643,0.16397639986641432,2024-06-10,1
2024-06-10 09:40:00,0.4455740578439986,0.45926172264717025,0.4430852871220168,0.44095322153577854,0.7860402983413113,2024-06-10,1
2024-06-10 09:41:00,0.4308501314636146,0.43880944462921434,0.4184505606523885,0.4372462488967699,0.5062896582433485,2024-06-10,1
2024-06-10 09:42:00,0.4744960560911977,0.45128034585968635,0.48216106014274374,0.4778464254192727,0.43983079149504617,2024-06-10,1
2024-06-10 09:43:00,0.45556529360209197,0.48403724642497536,0.4692490655793904,0.4030008826125595,0.2882110653456529,2024-06-10,1
2024-06-10 09:44:00,0.3877300613497141,0.3954107083471854,0.35406048250086997,0.3901147396293254,0.16720472002671716,2024-06-10,1
2024-06-10 09:45:00,0.3454864154250572,0.3959095443963747,0.3494733265375203,0.3154457193292046,0.07269286429923189,2024-06-10,1
2024-06-10 09:46:00,0.390709903593347,0.44612570668437,0.41454298335037265,0.39646954986761784,0.15863297339418903,2024-06-10,1
2024-06-10 09:47:00,0.3684487291849905,0.3538410375790022,0.39415562351342714,0.33292144748457986,0.4437270399643772,2024-06-10,1
2024-06-10 09:48:00,0.272567922874714,0.2705354173594401,0.2271491675161883,0.2812003530450511,0.2488032951129912,2024-06-10,1
2024-06-10 09:49:00,0.28115687992988114,0.29780512138347603,0.2684335711859376,0.283318623124444,0.04452855393521096,2024-06-10,1
2024-06-10 09:50:00,0.35565293602104475,0.3623212504156754,0.37971457696232847,0.297263901147403,0.5253256150506513,2024-06-10,1
2024-06-10 09:51:00,0.3100788781770234,0.36481543066179256,0.30292218824331485,0.2573698146513834,0.7140153623511076,2024-06-10,1
2024-06-10 09:52:00,0.34443470639786256,0.4000665114731987,0.33961943594971444,0.3239187996469468,0.0622286541244573,2024-06-10,1
2024-06-10 09:53:00,0.37703768624015765,0.35966079148653307,0.33299354400276115,0.35039717563989825,0.43804964933763774,2024-06-10,1
2024-06-10 09:54:00,0.4404907975459764,0.49318257399403365,0.3899082568807444,0.3955869373345422,0.07091172214182345,2024-06-10,1
2024-06-10 09:55:00,0.3670464504820643,0.3989025606916812,0.30937818552501994,0.31579876434244625,0.039407770232661704,2024-06-10,1
2024-06-10 09:56:00,0.34355828220861895,0.3618224143664861,0.3469249065579447,0.3032656663725106,0.09462317711232326,2024-06-10,1
2024-06-10 09:57:00,0.360035056967547,0.34669105420687174,0.348963642541662,0.3048543689320695,0.7156851831236781,2024-06-10,1
2024-06-10 09:58:00,0.24469763365470953,0.31393415364146904,0.19639823309552185,0.22541924095327204,0.11198931314705554,2024-06-10,1
2024-06-10 09:59:00,0.30762489044701624,0.3355503824409425,0.3022426095820947,0.3105030891438787,0.3789379939886452,2024-06-10,1
2024-06-10 10:00:00,0.3516213847502172,0.3400399068839306,0.31685355079855526,0.30556045895849593,0.06000222642769676,2024-06-10,1
2024-06-10 10:01:00,0.3626643295355052,0.4088792816760929,0.382093102276599,0.34845542806709773,0.0857174663252811,2024-06-10,1
2024-06-10 10:02:00,0.3118317265556243,0.36980379115397,0.26656472986752533,0.3022065313327289,0.7526438828899031,2024-06-10,1
2024-06-10 10:03:00,0.2604732690622882,0.2715330894579324,0.22086306489978824,0.23159752868491523,0.9417789157297118,2024-06-10,1
2024-06-10 10:04:00,0.3072743207712847,0.32573994013966967,0.2641862045532548,0.31809355692854524,0.2447957252588222,2024-06-10,1
